train_accuracy,test_accuracy
73.1805402327485,72.09964412811388
73.45813018256878,72.09964412811388
73.46168902807929,73.35231316725978
73.4438948005267,73.35231316725978
73.49015979216342,73.16725978647686
73.50439517420548,73.33807829181495
73.50083632869497,73.35231316725978
73.49727748318446,73.15302491103203
73.51507171073703,73.35231316725978
73.50083632869497,73.33807829181495
